CHAMADO;ID_JIRA;UF;MUNICIPIO;TIPO_ETABELECIMENTO;CONCORRENTE;STATUS;DATA_INI;DATA_FIM
CON-876;2041275;MS;Bela Vista - MS;Prefeitura Municipal;Consignet;Inativo;17/01/2024;16/05/2024
CON-875;2041253;SP;Serviço de Previdência Social do Município de Araras - ARAPREV - SP;Instituto de Previdência;Fasitec;Inativo;17/01/2024;05/04/2025
CON-874;2041187;AM;Estado do Amazonas - TCE AM;Tribunal;Fênixsoft;Ativo;08/01/2025;07/01/2026
CON-873;2040464;GO;Aparecida de Goiânia - GO;Prefeitura Municipal;ConsigLog;Ativo;27/12/2023;27/01/2028
CON-872;2040456;AL;Coité do Nóia - AL;Prefeitura Municipal;Fasitec;Ativo;12/01/2024;12/01/2029
CON-871;2040061;SC;Rio das Antas - SC;Prefeitura Municipal;Consignet;Inativo;13/12/2019;13/12/2024
CON-870;2040025;SC;Gaspar - SC;Prefeitura Municipal;Consignet;Inativo;02/09/2019;02/09/2024
CON-869;2039984;SC;SERVIÇO AUTÔNOMO MUNICIPAL DE ÁGUA E ESGOTO . SAMAE BRUSQUE - SC;Outros;Consignet;Ativo;21/05/2024;21/05/2029
CON-868;2039977;RS;Xaxim - SC;Prefeitura Municipal;Consignet;Inativo;30/04/2019;30/04/2024
CON-867;2039954;RS;Salto do Jacuí - RS;Prefeitura Municipal;Consignet;Ativo;04/01/2022;04/01/2027
CON-866;2039108;AL;Taquarana - AL ;Prefeitura Municipal;Fasitec;Ativo;09/01/2024;09/01/2029
CON-865;2039104;DF;Ministério de Minas e Energia/Indústrias Nucleares do Brasil S/A;Outros;SERPRO;Inativo;21/12/2023;21/12/2024
CON-864;2039048;MS;Miranda - MS;Prefeitura Municipal;Fasitec;Inativo;15/01/2024;03/06/2025
CON-863;2039036;PR;Fundo de Previdência dos Servidores Públicos do Município de Amaporã . AMAPORÃPREV;Instituto de Previdência;Consignet;Ativo;13/12/2023;13/12/2028
CON-862;2039030;PA;Instituto de Previdência Social dos Servidores Públicos do Município de Marabá . IPASEMAR;Instituto de Previdência;Consignet;Inativo;22/12/2023;22/12/2024
CON-861;2039022;PR;Rio Negro - PR;Prefeitura Municipal;Consignet;Ativo;17/04/2025;16/04/1930
CON-860;2039018;BA;Wenceslau Guimarães - BA;Prefeitura Municipal;Fasitec;Ativo;15/01/2024;24/02/2026
CON-859;2039006;SP;Piratininga - SP;Prefeitura Municipal;Consignet;Iniciando Renovação;15/01/2024;04/08/2025
CON-858;2038988;PR;Pérola - PR;Prefeitura Municipal;Consignet;Ativo;15/01/2024;06/11/2028
CON-857;2026662;CE;Trairi - CE;Prefeitura Municipal;Consignet;Ativo;21/12/2023;21/12/2028
CON-856;2025528;MA;Tutóia - MA ;Prefeitura Municipal;Safe Consig;Ativo;22/12/2023;22/12/2027
CON-855;2025015;AP;Agência de Fomento do Amapá - AP;Outros;ConsigLog;Ativo;30/10/2024;30/12/2029
CON-854;2024095;CE;Ubajara - CE;Prefeitura Municipal;Digital Consig;Ativo;26/12/2023;26/09/2028
CON-853;2023436;AM;Procuradoria Geral do Estado do Amazonas - PGE/AM;Outros;ConsigLog;Ativo;19/12/2024;18/12/2025
CON-852;2022829;RS;Jaguari - RS;Prefeitura Municipal;Consignet;Ativo;14/12/2023;14/12/2028
CON-851;2022762;BA;Ibicuí - BA;Prefeitura Municipal;ConsigLog;Ativo;22/12/2023;01/10/2025
CON-850;2022696;PR;Brasilândia do Sul - PR;Prefeitura Municipal;Fasitec;Inativo;22/12/2023;25/11/2024
CON-849;2022692;PR;Santa Casa de Paranavaí - PR;Empresa Privada;Consignet;Ativo;22/12/2023;10/05/2027
CON-848;2022414;CE;Iguatu - CE;Prefeitura Municipal;Safe Consig;Ativo;12/03/2025;12/03/1930
CON-847;2022412;PR;IPMAT - INTITUTO DE PREVIDÊNCIA DO MUNICÍPIO DE ALMIRANTE TAMANDARÉ - PR;Instituto de Previdência;Infoconsig;Ativo;21/12/2023;25/01/2028
CON-846;2021686;RN;Natal - RN;Prefeitura Municipal;Fácil;Ativo;07/04/2025;07/04/1930
CON-845;2021493;GO;INSTITUTO DE SEGURIDADE SOCIAL DOS SERVIDORES MUNICIPAIS DE ANÁPOLIS - ISSA;Instituto de Previdência;ASBAN;Inativo;01/01/2024;30/12/2024
CON-844;2019273;GO;Montividiu - GO;Prefeitura Municipal;Consignet;Ativo;18/12/2023;18/12/2028
CON-843;2018864;SP;Governo de São Paulo;Governo de Estado;CIP;Inativo;28/12/2018;28/12/2023
CON-842;2018777;BA;Mansidão - BA;Prefeitura Municipal;Fasitec;Ativo;18/12/2023;15/06/2028
CON-841;2018761;MG;Sete Lagoas - MG;Prefeitura Municipal;NeoConsig;Iniciando Renovação;15/05/2025;15/05/2026
CON-840;2018722;PR;Nova Londrina PREV - PR;Instituto de Previdência;Consignet;Inativo;18/12/2023;28/10/2024
CON-839;2018716;BA;Tapiramutá - BA;Prefeitura Municipal;ConsigLog;Iniciando Renovação;18/12/2023;14/07/2025
CON-838;2018687;BA;FUNDO DE PREVIDÊNCIA SOCIAL DOS SERVIDORES PÚBLICOS DO MUNICÍPIO DE TAPIRAMUTÁ . FUNTAP;Instituto de Previdência;ConsigLog;Ativo;18/12/2023;22/05/2028
CON-837;2018679;BA;Itabela - BA;Prefeitura Municipal;ConsigLog;Ativo;18/12/2023;23/01/2028
CON-836;2018673;PR;Ribeirão do Pinhal - PR;Prefeitura Municipal;Consignet;Inativo;18/12/2023;16/08/2024
CON-835;2018253;CE;Senador Pompéu - CE;Prefeitura Municipal;Fácil;Ativo;01/06/2023;01/06/2028
CON-834;2017559;RO;Novo Horizonte do Oeste - RO;Prefeitura Municipal;Consignet;Ativo;10/11/2023;10/11/2028
CON-833;2017549;AL;São Miguel dos Milagres - AL;Prefeitura Municipal;Fasitec;Ativo;14/12/2023;15/12/2028
CON-831;2015452;RJ;Campos dos Goytacazes - RJ;Prefeitura Municipal;Safe Consig;Ativo;13/12/2023;30/06/2026
CON-830;2014839;AM;Fundação Fundo Previdenciário do Estado do Amazonas . AMAZONPREV;Instituto de Previdência;Fênixsoft;Iniciando Renovação;13/12/2023;05/08/2025
CON-829;2014817;RO;Itapuã do Oeste - RO;Prefeitura Municipal;Consignet;Ativo;27/11/2023;27/11/2028
CON-828;2014403;SP;SANASA - Campinas;Empresa Privada;DB1;Inativo;12/12/2023;03/03/2025
CON-827;2014376;PR;Alto Paraná - PR ;Prefeitura Municipal;Consignet;Ativo;12/12/2023;06/04/2027
CON-826;2014367;SP;Instituto de Previdência Municipal de Zacarias - IPREMZAC - SP;Instituto de Previdência;Consignet;Ativo;12/12/2023;12/07/2027
CON-825;2014342;SC;Fundo Municipal de Previdência Social dos Servidores de Pomerode - SC;Instituto de Previdência;Consignet;Ativo;12/12/2023;22/06/2028
CON-824;2014339;PR;Coamo Agroindustrial Cooperativa - PR;Empresa Privada;Consignet;Inativo;12/12/2023;05/09/2024
CON-823;2014269;MA;João Lisboa - MA;Prefeitura Municipal;Consignet;Iniciando Renovação;12/12/2023;27/07/2025
CON-822;2014265;MA;Grajaú - MA;Prefeitura Municipal;Consignet;Ativo;12/12/2023;16/09/2027
CON-821;2013771;PE;Previdência Social de Altinho/PE;Instituto de Previdência;Consignet;Ativo;08/12/2023;08/12/2028
CON-820;2012528;PE;Câmara de Afogados da Ingazeira - PE;Câmara Municipal;Consignet;Inativo;07/12/2023;07/12/2024
CON-819;2012522;DF;Indústrias Nucleares Brasileiras SA - INB;Empresa Privada;SERPRO;Inativo;04/12/2023;04/12/2024
CON-818;2012147;BA;São Gonçalo dos Campos - BA;Prefeitura Municipal;ConsigLog;Inativo;08/12/2023;12/09/2024
CON-817;2012146;MG;Caeté - MG;Prefeitura Municipal;Safe Consig;Iniciando Renovação;08/12/2023;01/07/2025
CON-816;2011012;SP;Fundo Municipal de Seguridade Social de Macaubal - SP;Instituto de Previdência;Consignet;Ativo;07/12/2023;07/04/2026
CON-815;2011004;MT;Canabrava do Norte - MT;Prefeitura Municipal;Consignet;Ativo;05/12/2023;05/12/2028
CON-814;2008068;MT;Jaciara - MT;Prefeitura Municipal;Digital Consig;Iniciando Renovação;05/12/2023;17/06/2025
CON-813;2008065;MT;Rondonópolis - MT;Instituto de Previdência;Digital Consig;Inativo;05/12/2023;28/06/2024
CON-812;2008064;CE;Banabuiu - CE;Prefeitura Municipal;Digital Consig;Ativo;05/12/2023;11/09/2028
CON-811;2006983;PB;Esperança - PB;Prefeitura Municipal;Fácil;Inativo;04/12/2023;26/03/2025
CON-810;2006968;MA;Caxias - MA;Prefeitura Municipal;Fácil;Ativo;04/12/2023;31/05/2028
CON-809;2006945;GO;Cristalina - GO;Prefeitura Municipal;Fasitec;Ativo;04/12/2023;14/07/2026
CON-808;2005405;SC;Florianópolis - SC;Prefeitura Municipal;INEF;Ativo;19/12/2022;19/12/2027
CON-807;2002491;BA;Iuiu - BA;Prefeitura Municipal;NewVersion;Ativo;29/11/2023;21/12/2026
CON-806;2002458;AC;Governo do Acre ;Governo de Estado;Fênixsoft;Ativo;29/06/2020;30/06/2028
CON-805;2002430;AL;Feira Grande - AL ;Prefeitura Municipal;Fasitec;Ativo;28/11/2023;28/11/2028
CON-804;2001811;PR;Instituto de Previdência dos Servidores do Município de Iretama - PR;Instituto de Previdência;Consignet;Ativo;28/11/2023;29/06/2028
CON-803;2000630;SP;Ituverava - SP;Prefeitura Municipal;Consignet;Inativo;27/11/2023;03/06/2023
CON-802;1999950;RO;Colorado do Oeste - RO;Prefeitura Municipal;Consignet;Ativo;23/11/2023;13/01/2026
CON-800;1998186;SE;Ita Bolos LTDA.;Empresa Privada;NewVersion;Ativo;24/11/2023;13/04/2027
CON-799;1998173;PE;Sirinhaém - PE;Prefeitura Municipal;Fácil;Ativo;28/03/2025;28/03/1930
CON-798;1998167;PE;Afogados da Ingazeira - PE ;Prefeitura Municipal;Consignet;Ativo;20/11/2023;20/11/2028
CON-797;1997254;ES;Marilândia - ES;Prefeitura Municipal;Consignet;Ativo;23/11/2023;18/11/2025
CON-796;1997239;BA;Mucuri - BA;Prefeitura Municipal;Quantum;Inativo;23/11/2023;31/12/2024
CON-795;1996369;PR;Presidente Castelo Branco - PR;Prefeitura Municipal;Consignet;Ativo;22/11/2023;02/07/2028
CON-794;1996364;SC;Três Barras - SC;Prefeitura Municipal;Infoconsig;Ativo;22/11/2023;28/04/2026
CON-793;1996359;PR;Bela Vista do Paraíso - PR;Prefeitura Municipal;Consignet;Inativo;21/11/2023;21/03/2024
CON-792;1996353;PE;Fundo de Previdência do Município de Santa Cruz - PE;Instituto de Previdência;Consignet;Ativo;22/11/2023;26/11/2026
CON-791;1996335;MS;Nova Andradina - MS;Prefeitura Municipal;Fasitec;Ativo;22/11/2023;19/11/2025
CON-790;1996326;CE;Tururu - CE;Prefeitura Municipal;Safe Consig;Ativo;22/11/2023;01/04/2026
CON-789;1996323;AP;Ministério Público do Amapá - MPAP;Outros;Infoconsig;Ativo;22/11/2023;29/09/2025
CON-788;1995858;PR;Apucarana - PR;Prefeitura Municipal;ConsigBr;Inativo;22/11/2023;11/03/2024
CON-787;1995852;MG;Ituiutaba - MG;Prefeitura Municipal;Consignet;Inativo;22/11/2023;29/08/2024
CON-786;1993837;BA;Ouriçangas - BA ;Prefeitura Municipal;Fasitec;Inativo;20/11/2023;19/09/2024
CON-785;1993827;BA;Uibaí - BA;Prefeitura Municipal;Fasitec;Ativo;20/11/2023;10/09/2026
CON-784;1993824;PA;Igarapé-Miri - PA;Prefeitura Municipal;RF1 Participações;Ativo;23/12/2024;22/12/2025
CON-783;1992560;SP;São Vicente - SP;Prefeitura Municipal;Quantum;Iniciando Renovação;17/11/2023;12/09/2025
CON-782;1992547;RS;Bruning Tecnometal S/A;Empresa Privada;Consignet;Ativo;17/11/2023;30/11/2025
CON-781;1992541;AL;Fundo de Aposentadoria e Pensão - FAPEN - Cajueiro - AL;Instituto de Previdência;Fasitec;Ativo;16/11/2023;16/11/2028
CON-780;1992538;RN;Currais Novos - RN;Prefeitura Municipal;Fácil;Ativo;01/12/2023;01/12/2028
CON-779;1992181;RJ;Instituto de Previdência dos Servidores Públicos Municipais de Teresópolis - TEREPREV - RJ;Instituto de Previdência;Quantum;Ativo;16/11/2023;28/01/2026
CON-778;1990760;BA;Jacobina - JACOPREV - BA;Instituto de Previdência;Fasitec;Ativo;11/10/2023;11/10/2028
CON-777;1990716;BA;Gandu - BA;Prefeitura Municipal;ConsigLog;Ativo;27/10/2023;27/10/2028
CON-776;1990680;MG;Itajubá - MG ;Prefeitura Municipal;Unitedtech;Inativo;14/11/2023;06/09/2024
CON-775;1990604;MS;Deodápolis - MS;Prefeitura Municipal;Fasitec;Inativo;21/11/2023;28/10/2024
CON-774;1990532;PR;Guamiranga - PR;Prefeitura Municipal;Consignet;Ativo;14/11/2023;01/06/2028
CON-773;1989937;PI;Instituto de Previdência do Município de Campo Maior - PI;Instituto de Previdência;Fácil;Ativo;14/11/2023;04/08/2027
CON-772;1989169;RN;São Bento do Trairí - RN;Prefeitura Municipal;SP Consig;Inativo;13/11/2023;13/11/2024
CON-771;1988850;RJ;Belford Roxo - RJ;Prefeitura Municipal;ConsigLog;Ativo;30/10/2023;30/10/2028
CON-770;1988006;PR;Juranda - PR;Prefeitura Municipal;Consignet;Iniciando Renovação;10/11/2023;01/09/2025
CON-769;1987999;BA;Coração de Maria - BA;Prefeitura Municipal;Fasitec;Inativo;10/11/2023;04/01/2024
CON-768;1987997;RS;Instituto de Previdência dos Servidores Municipais de Gravataí - RS;Instituto de Previdência;BRTEC;Ativo;10/11/2023;01/09/2027
CON-767;1987994;BA;Antônio Gonçalves - BA;Prefeitura Municipal;ConsigLog;Ativo;10/11/2023;26/01/2026
CON-766;1987975;PR;Mangueirinha - PR;Prefeitura Municipal;Consignet;Ativo;10/11/2023;01/09/2028
CON-765;1987704;AL;Instituto de Previdência Própria dos Servidores do Município de Batalha - AL;Instituto de Previdência;Fasitec;Ativo;09/11/2023;09/11/2028
CON-764;1987703;PI;Teresina - PI;Prefeitura Municipal;Fácil;Ativo;30/08/2024;30/08/2029
CON-763;1987689;PR;Assembleia Legislativa do do Estado do Paraná - PR;Assembléia;Consignet;Inativo;10/11/2023;24/08/2024
CON-762;1986720;PE;Instituto de Previdência do Município de Venturosa - PE;Instituto de Previdência;SP Consig;Ativo;01/09/2023;01/09/2028
CON-761;1986716;MA;Fernando Falcão - MA ;Prefeitura Municipal;Consignet;Ativo;08/11/2023;08/11/2025
CON-760;1986708;PR;Capitão Leonidas Marques - PR;Prefeitura Municipal;Consignet;Ativo;21/11/2023;21/11/2028
CON-759;1986606;GO;Gouvelândia - GO;Prefeitura Municipal;Consignet;Ativo;30/10/2023;30/10/2028
CON-758;1985443;MG;Uberaba - MG;Instituto de Previdência;Unitedtech;Inativo;08/11/2023;28/08/2024
CON-757;1985391;GO;Goiânia e Goiânia PREV - GO;Prefeitura Municipal;ConsigLog;Inativo;08/11/2023;23/10/2024
CON-756;1985371;SP;Valentim Gentil - SP;Prefeitura Municipal;Fasitec;Inativo;08/11/2023;15/06/2024
CON-755;1985367;GO;Uruaçu - GO;Câmara Municipal;Digital Consig;Ativo;08/11/2023;02/02/2026
CON-754;1985362;PE;Quixelô - PE;Prefeitura Municipal;Digital Consig;Ativo;08/11/2023;28/04/2026
CON-753;1985294;SP;Fundação de Previdência dos Servidores Públicos Municipais Efetivos de Bauru - FUNPREV ;Instituto de Previdência;DB1;Inativo;08/11/2023;06/11/2024
CON-752;1985275;PE;Panelas e Panelas PREV - SC;Prefeitura Municipal;Consignet;Iniciando Renovação;08/11/2023;20/08/2025
CON-751;1984117;RO;Cabixi - RO;Prefeitura Municipal;Consignet;Ativo;21/11/2023;21/11/2028
CON-750;1984004;PE;Brejão - PE;Prefeitura Municipal;Fácil;Ativo;01/11/2023;01/11/2028
CON-749;1983866;SP;Mogi das Cruzes - SP;Prefeitura Municipal;ConsigLog;Ativo;24/10/2023;24/10/2027
CON-748;1983806;RO;Cacaulândia - RO;Prefeitura Municipal;Consignet;Ativo;06/11/2023;06/11/2028
CON-747;1983072;RS;Ijuí - RS;Instituto de Previdência;Lucas/Siga TI;Inativo;06/11/2023;07/05/2025
CON-746;1983067;RS;Ijuí - RS;Prefeitura Municipal;Lucas/Siga TI;Inativo;06/11/2023;07/05/2025
CON-745;1983058;CE;Instituto de Previdência do Município de Amontada - CE;Instituto de Previdência;Safe Consig;Ativo;06/11/2023;03/07/2028
CON-744;1983045;AM;Iranduba - AM;Instituto de Previdência;LINE IT;Inativo;06/11/2023;20/05/2024
CON-743;1983043;RO;Cujubim - RO;Prefeitura Municipal;Consignet;Inativo;06/11/2023;30/04/2024
CON-742;1983030;RS;Novo Hamburgo - RS;Prefeitura Municipal;ASBAN;Inativo;06/11/2023;04/09/2024
CON-741;1982995;SP;Colombia - SP;Prefeitura Municipal;Consignet;Ativo;06/11/2023;31/07/2028
CON-740;1982639;SP;Tabatinga - SP;Prefeitura Municipal;Consignet;Inativo;01/01/2025;01/01/1930
CON-739;1982591;PR;Marialva - PR;Prefeitura Municipal;Consignet;Ativo;06/11/2023;10/02/2027
CON-738;1982578;RO;Cerejeiras - RO;Prefeitura Municipal;Consignet;Ativo;06/11/2023;24/01/2028
CON-737;1982563;PE;Itapissuma - PE;Prefeitura Municipal;Consignet;Iniciando Renovação;06/11/2023;09/06/2025
CON-736;1982542;SE;Maruim - SE;Prefeitura Municipal;Fasitec;Ativo;06/11/2023;29/03/2026
CON-735;1982533;AM;Tribunal de Justiça do Amazonas - TJAM;Tribunal;PRODAM;Inativo;06/11/2023;11/07/2024
CON-734;1981803;PI;Previdência de Paulistana - PI;Instituto de Previdência;Consignet;Ativo;29/06/2023;29/06/2028
CON-733;1981789;SP;São José do Rio Preto SP;Prefeitura Municipal;Quantum;Inativo;27/09/2023;28/04/2025
CON-732;1981774;SP;Regime Próprio de Previdência Social de São José do Rio Preto - SP - RIOPRETOPREV;Instituto de Previdência;Quantum;Ativo;27/09/2023;27/09/2027
CON-731;1981767;PE;Recife ;Câmara Municipal;Fácil;Ativo;15/01/2025;18/01/2026
CON-730;1976241;PE;Fundo Previdenciário de Bodocó - FUNPREBO;Instituto de Previdência;Fasitec;Inativo;27/10/2023;13/09/2024
CON-729;1976239;PR;Fundação Universidade Estadual de Maringá - FUEM ;Outros;Consignet;Iniciando Renovação;27/10/2023;08/07/2025
CON-728;1976165;PE;Chã de Alegria;Prefeitura Municipal;Consignet;Ativo;20/10/2023;20/10/2028
CON-727;1976023;PI;Instituto de Previdência do Município de Água Branca - PI;Instituto de Previdência;Consignet;Ativo;27/10/2023;27/10/2028
CON-726;1976014;PI;Paulistana/PI;Prefeitura Municipal;Consignet;Inativo;27/10/2023;27/10/2024
CON-725;1975969;CE;Redenção - CE;Prefeitura Municipal;Safe Consig;Ativo;27/10/2023;11/01/2026
CON-724;1975942;PE;Chã de Alegria - PE;Prefeitura Municipal;Consignet;Ativo;20/10/2023;20/10/2028
CON-723;1975905;PB;Defensoria Pública do Estado da Paraíba - PB;Outros;Fácil;Inativo;27/10/2023;30/12/2024
CON-722;1975902;PI;Altos - PI;Prefeitura Municipal;Fácil;Inativo;27/10/2023;14/04/2025
CON-721;1973329;RJ;Instituto de Previdência do Município de Vassouras - FUPREVAS - RPPS;Instituto de Previdência;Consignet;Ativo;23/10/2023;22/11/2026
CON-720;1973213;AP;Macapá Previdência - MACAPAPREV;Instituto de Previdência;ConsigLog;Inativo;20/10/2023;20/10/2024
CON-719;1972662;SP;Pedrinhas Paulista - SP;Prefeitura Municipal;Consignet;Ativo;23/10/2023;23/10/2028
CON-718;1972654;CE;Beberibe - CE;Prefeitura Municipal;Safe Consig;Inativo;24/10/2023;03/10/2024
CON-717;1971768;AL;Instituto de Previdência do Município de Viçosa/AL - IPASMV;Instituto de Previdência;Fasitec;Ativo;20/10/2023;20/10/2028
CON-716;1971757;RO;Governador Jorge Teixeira - RO;Prefeitura Municipal;Consignet;Ativo;18/10/2023;18/10/2028
CON-714;1971033;MS;Ladário - MS;Prefeitura Municipal;Consignet;Ativo;10/03/2022;10/03/2027
CON-713;1971027;MS;Sonora - MS;Prefeitura Municipal;Consignet;Ativo;08/03/2022;08/03/2027
CON-712;1970932;SC;Palhoça - IPPA - SC;Instituto de Previdência;Consignet;Ativo;16/08/2023;16/08/2028
CON-711;1970926;SC;Palhoça - SC;Prefeitura Municipal;Consignet;Ativo;16/10/2023;16/10/2028
CON-710;1970822;SP;Serviços Técnicos Gerais - SETEC - Autarquia de Campinas ;Autarquia;ConsigLog;Ativo;07/05/2021;07/05/2026
CON-709;1970809;PR;Ponta Grossa - PR;Prefeitura Municipal;NeoConsig;Inativo;06/06/2024;06/06/2025
CON-708;1970346;MS;Instituto de Previdência do Município de Aparecida do Taboado - IPAMAT;Instituto de Previdência;Consignet;Inativo;20/10/2023;20/10/2024
CON-707;1967004;PR;Lobato - PR;Prefeitura Municipal;Consignet;Ativo;28/09/2023;28/09/2028
CON-706;1965698;RS;Horizontina - RS;Prefeitura Municipal;Consignet;Inativo;16/10/2023;22/04/2024
CON-705;1965694;BA;Santana - BA;Prefeitura Municipal;Fasitec;Ativo;16/10/2023;06/05/2026
CON-704;1965689;PR;Porto Vitória - PR;Prefeitura Municipal;Consignet;Inativo;16/10/2023;03/03/2025
CON-703;1965683;CE;Várzea Alegre - CE;Prefeitura Municipal;Fácil;Ativo;16/10/2023;27/12/2026
CON-702;1965678;RS;Lajeado - RS;Prefeitura Municipal;Consignet;Ativo;16/10/2023;25/09/2026
CON-701;1965664;CE;Mulungu - CE;Prefeitura Municipal;Safe Consig;Ativo;16/10/2023;11/01/2027
CON-700;1963428;PR;Cidade Gaúcha - PR;Prefeitura Municipal;Consignet;Ativo;11/10/2023;08/01/2026
CON-699;1963423;PR;Fundo de Previdência do Município de Cruzeiro do Oeste - PR;Instituto de Previdência;Consignet;Inativo;11/10/2023;28/05/2025
CON-698;1963378;PE;Joaquim Nabuco - PE;Prefeitura Municipal;Consignet;Ativo;06/09/2023;06/09/2028
CON-697;1961120;BA;Itamaraju - BA;Prefeitura Municipal;ConsigLog;Ativo;20/09/2023;20/09/2028
CON-696;1959627;PE;Camocim - PE;Prefeitura Municipal;Safe Consig;Inativo;03/10/2023;03/10/2024
CON-695;1959477;PA;Instituto de Previdência do Município de Ananindeua - IPMA;Instituto de Previdência;ConsigLog;Ativo;06/10/2023;10/02/2026
CON-694;1959435;PE;Abreu e Lima - PE ;Prefeitura Municipal;Consignet;Ativo;17/08/2022;17/08/2027
CON-693;1959417;MS;Paranaíba - MS;Câmara Municipal;Consignet;Ativo;25/09/2023;25/10/2028
CON-692;1958444;RS;Sobradinho - RS;Prefeitura Municipal;Consignet;Ativo;05/10/2023;10/05/2026
CON-691;1958432;PR;Jussara - PR;Prefeitura Municipal;Consignet;Inativo;05/10/2023;27/11/2028
CON-690;1958421;MG;Insetimax Industria Química Ltda.;Outros;Consignet;Ativo;05/10/2023;10/08/2027
CON-689;1958414;SP;Juquiá - SP;Prefeitura Municipal;NewVersion;Iniciando Renovação;05/10/2023;08/07/2025
CON-688;1958318;BA;Governo da Bahia ;Governo de Estado;ConsigLog;Ativo;27/09/2023;27/09/2027
CON-687;1958282;GO;Formosa - GO ;Prefeitura Municipal;Quantum;Ativo;15/09/2023;15/09/2027
CON-686;1958211;PR;Terra Roxa - PR;Prefeitura Municipal;Consignet;Ativo;27/10/2023;27/10/2028
CON-685;1958204;PE;Betânia - PE;Prefeitura Municipal;Consignet;Ativo;20/09/2023;20/09/2028
CON-684;1958081;SP;Pereira Barreto - SP;Prefeitura Municipal;Consignet;Ativo;05/10/2023;19/09/2027
CON-683;1958079;RS;Cachoeirinha - RS;Prefeitura Municipal;ASBAN;Inativo;05/10/2023;29/05/2024
CON-682;1957444;MT;Assembleia Legislativa do Mato Grosso - ALMT;Assembléia;Montreal;Inativo;11/10/2023;24/05/2025
CON-681;1957321;PE;Câmara Municipal Vereadores de Flores - PE ;Câmara Municipal;Montreal;Inativo;02/10/2023;02/10/2024
CON-680;1957315;PE;São Bento do Una - PE;Prefeitura Municipal;NewVersion;Ativo;08/12/2023;17/12/2026
CON-679;1957148;PR;Andirá - PR;Prefeitura Municipal;Consignet;Ativo;12/12/2023;11/12/2025
CON-678;1953093;SP;Cajati - SP;Prefeitura Municipal;Consignet;Ativo;29/09/2023;06/04/2028
CON-677;1953062;PE;Instituto de Previdência dos Servidores Municipais de Belém do São Francisco PE - IPSEB;Instituto de Previdência;Consignet;Ativo;29/09/2023;11/06/2026
CON-676;1953051;SC;SAMAE de Rio Negrinho;Autarquia;Consignet;Ativo;29/09/2023;07/04/2026
CON-675;1953032;SP;Nuporanga - SP;Prefeitura Municipal;Consignet;Ativo;29/09/2023;27/09/2026
CON-674;1953013;MG;Serviço Nacional de Aprendizagem Industrial (SENAI/DRMG) - Serviço Social da Indústria (SESI/DRMG) - Instituto Euvaldo Lodi (IEL/NRMG);Outros;ConsigLog;Ativo;29/09/2023;30/09/2027
CON-673;1952818;SP;Tanabi - SP;Prefeitura Municipal;Consignet;Ativo;29/09/2023;23/10/2025
CON-672;1952810;PR;da Lapa - PR;Prefeitura Municipal;Consignet;Ativo;29/01/2024;28/01/2029
CON-671;1952804;PR;Quitandinha - PR;Prefeitura Municipal;Consignet;Ativo;29/09/2023;11/05/2028
CON-670;1952520;RJ;Procuradoria Geral do Estado do Rio de Janeiro - PGE RJ;Outros;Quantum;Ativo;26/09/2023;29/09/2025
CON-669;1952381;MG;Estado de Minas Gerais - TCE MG;Tribunal;SERPRO;Inativo;27/09/2023;27/09/2024
CON-668;1950517;CE;Quixeré - CE;Prefeitura Municipal;Digital Consig;Ativo;27/09/2023;31/05/2026
CON-667;1950501;PB;Aracoiaba ;Instituto de Previdência;Digital Consig;Ativo;27/09/2023;22/02/2027
CON-666;1950490;PB;São Mamede - PB;Prefeitura Municipal;Fácil;Ativo;27/09/2023;30/08/2027
CON-665;1950476;RS;Uruguaiana - RS;Prefeitura Municipal;ASBAN;Inativo;27/09/2023;19/05/2024
CON-664;1950471;RS;Carazinho - RS;Prefeitura Municipal;Consignet;Inativo;27/09/2023;19/05/2025
CON-663;1948765;AM;Manaus Previdência - MANAUSPREV;Instituto de Previdência;Fênixsoft;Ativo;20/09/2023;20/09/2025
CON-662;1948710;PR;Consamu - Consórcio de Saúde dos municípios do Oeste - PR;Outros;Fasitec;Iniciando Renovação;26/09/2023;20/07/2025
CON-661;1948707;SC;Taió - TAIOPREV;Instituto de Previdência;Safe Consig;Inativo;26/09/2023;05/05/2024
CON-660;1948697;PA;Santarém - PA;Prefeitura Municipal;Fácil;Ativo;27/01/2025;27/01/1930
CON-659;1948159;MS;Três Lagoas - MS;Prefeitura Municipal;Consignet;Ativo;02/08/2023;02/08/2028
CON-658;1945274;SC;Capivari de Baixo - SC;Prefeitura Municipal;Easy Consig;Ativo;21/09/2023;10/02/2026
CON-657;1945242;BA;Alagoinhas - BA;Prefeitura Municipal;NewVersion;Ativo;24/03/2025;24/03/2026
CON-656;1945239;RS;Lagoa Vermelha - RS;Prefeitura Municipal;Consignet;Inativo;21/09/2023;18/06/2024
CON-655;1945229;SP;Guararapes - SP;Prefeitura Municipal;Consignet;Inativo;21/09/2023;13/02/2024
CON-654;1945224;CE;Santa Quitéria - CE;Prefeitura Municipal;Safe Consig;Ativo;15/08/2023;15/08/2028
CON-653;1944100;PE;FUNDO DE PREVIDÊNCIA DE BREJÃO - PE . FUPREB;Instituto de Previdência;Fácil;Ativo;13/09/2023;13/09/2028
CON-652;1943290;PR;Mariluz - PR;Prefeitura Municipal;Consignet;Ativo;19/09/2023;10/05/2028
