CHAMADO;UF;MUNICIPIO;TIPO_ETABELECIMENTO;CONCORRENTE;STATUS;DATA_INI;DATA_FIM
CON-713;MS;Sonora;Prefeitura Municipal;Consignet;Ativo;2022-03-08;2027-03-08
CON-712;SC;Palhoça;Instituto de Previdência;Consignet;Ativo;2023-08-16;2028-08-16
CON-711;SC;Palhoça;Prefeitura Municipal;Consignet;Ativo;2023-10-16;2028-10-16
CON-710;SP;Serviços Técnicos Gerais - Setec - Autarquia De Campinas;Autarquia;ConsigLog;Ativo;2021-05-07;2026-05-07
CON-709;PR;Ponta Grossa;Prefeitura Municipal;NeoConsig;Inativo;2024-06-06;2025-06-06
CON-708;MS;Aparecida Do Taboado;Instituto de Previdência;Consignet;Inativo;2023-10-20;2024-10-20
CON-707;PR;Lobato;Prefeitura Municipal;Consignet;Ativo;2023-09-28;2028-09-28
CON-706;RS;Horizontina;Prefeitura Municipal;Consignet;Inativo;2023-10-16;2024-04-22
CON-705;BA;Santana;Prefeitura Municipal;Fasitec;Ativo;2023-10-16;2026-05-06
CON-704;PR;Porto Vitória;Prefeitura Municipal;Consignet;Inativo;2023-10-16;2025-03-03
CON-703;CE;Várzea Alegre;Prefeitura Municipal;Fácil;Ativo;2023-10-16;2026-12-27
CON-702;RS;Lajeado;Prefeitura Municipal;Consignet;Ativo;2023-10-16;2026-09-25
CON-701;CE;Mulungu;Prefeitura Municipal;Safe Consig;Ativo;2023-10-16;2027-01-11
CON-700;PR;Cidade Gaúcha;Prefeitura Municipal;Consignet;Ativo;2023-10-11;2026-01-08
CON-699;PR;Cruzeiro Do Oeste;Instituto de Previdência;Consignet;Inativo;2023-10-11;2025-05-28
CON-698;PE;Joaquim Nabuco;Prefeitura Municipal;Consignet;Ativo;2023-09-06;2028-09-06
CON-697;BA;Itamaraju;Prefeitura Municipal;ConsigLog;Ativo;2023-09-20;2028-09-20
CON-696;PE;Camocim;Prefeitura Municipal;Safe Consig;Inativo;2023-10-03;2024-10-03
CON-695;PA;Ananindeua;Instituto de Previdência;ConsigLog;Ativo;2023-10-06;2026-02-10
CON-694;PE;Abreu;Prefeitura Municipal;Consignet;Ativo;2022-08-17;2027-08-17
CON-693;MS;Paranaíba;Câmara Municipal;Consignet;Ativo;2023-09-25;2028-10-25
CON-692;RS;Sobradinho;Prefeitura Municipal;Consignet;Ativo;2023-10-05;2026-05-10
CON-691;PR;Jussara;Prefeitura Municipal;Consignet;Inativo;2023-10-05;2028-11-27
CON-690;MG;Insetimax Industria Química Ltda;Outros;Consignet;Ativo;2023-10-05;2027-08-10
CON-689;SP;Juquiá;Prefeitura Municipal;NewVersion;Iniciando Renovação;2023-10-05;2025-07-08
CON-688;BA;Governo Da Bahia;Governo de Estado;ConsigLog;Ativo;2023-09-27;2027-09-27
CON-687;GO;Formosa;Prefeitura Municipal;Quantum;Ativo;2023-09-15;2027-09-15
CON-686;PR;Terra Roxa;Prefeitura Municipal;Consignet;Ativo;2023-10-27;2028-10-27
CON-685;PE;Betânia;Prefeitura Municipal;Consignet;Ativo;2023-09-20;2028-09-20
CON-684;SP;Pereira Barreto;Prefeitura Municipal;Consignet;Ativo;2023-10-05;2027-09-19
CON-683;RS;Cachoeirinha;Prefeitura Municipal;ASBAN;Inativo;2023-10-05;2024-05-29
CON-682;MT;Assembleia Legislativa Do Mato Grosso;Assembléia;Montreal;Inativo;2023-10-11;2025-05-24
CON-681;PE;Flores;Câmara Municipal;Montreal;Inativo;2023-10-02;2024-10-02
CON-680;PE;São Bento Do Una;Prefeitura Municipal;NewVersion;Ativo;2023-12-08;2026-12-17
CON-679;PR;Andirá;Prefeitura Municipal;Consignet;Ativo;2023-12-12;2025-12-11
CON-678;SP;Cajati;Prefeitura Municipal;Consignet;Ativo;2023-09-29;2028-04-06
CON-677;PE;Belém Do São Francisco Pe;Instituto de Previdência;Consignet;Ativo;2023-09-29;2026-06-11
CON-676;SC;Samae De Rio Negrinho;Autarquia;Consignet;Ativo;2023-09-29;2026-04-07
CON-675;SP;Nuporanga;Prefeitura Municipal;Consignet;Ativo;2023-09-29;2026-09-27
CON-674;MG;Serviço Nacional De Aprendizagem Industrial (Senai/Drmg) - Serviço Social Da Indústria (Sesi/Drmg) - Instituto Euvaldo Lodi;Outros;ConsigLog;Ativo;2023-09-29;2027-09-30
CON-673;SP;Tanabi;Prefeitura Municipal;Consignet;Ativo;2023-09-29;2025-10-23
CON-672;PR;Da Lapa;Prefeitura Municipal;Consignet;Ativo;2024-01-29;2029-01-28
CON-671;PR;Quitandinha;Prefeitura Municipal;Consignet;Ativo;2023-09-29;2028-05-11
CON-670;RJ;Procuradoria Geral Do Estado Do Rio De Janeiro - Pge Rj;Outros;Quantum;Ativo;2023-09-26;2025-09-29
CON-669;MG;Estado De Minas Gerais - Tce Mg;Tribunal;SERPRO;Inativo;2023-09-27;2024-09-27
CON-668;CE;Quixeré;Prefeitura Municipal;Digital Consig;Ativo;2023-09-27;2026-05-31
CON-667;PB;Aracoiaba;Instituto de Previdência;Digital Consig;Ativo;2023-09-27;2027-02-22
CON-666;PB;São Mamede;Prefeitura Municipal;Fácil;Ativo;2023-09-27;2027-08-30
CON-665;RS;Uruguaiana;Prefeitura Municipal;ASBAN;Inativo;2023-09-27;2024-05-19
CON-664;RS;Carazinho;Prefeitura Municipal;Consignet;Inativo;2023-09-27;2025-05-19
CON-663;AM;;Instituto de Previdência;Fênixsoft;Ativo;2023-09-20;2025-09-20
CON-662;PR;S Do Oeste;Outros;Fasitec;Iniciando Renovação;2023-09-26;2025-07-20
CON-661;SC;Taió;Instituto de Previdência;Safe Consig;Inativo;2023-09-26;2024-05-05
CON-660;PA;Santarém;Prefeitura Municipal;Fácil;Ativo;2025-01-27;1930-01-27
CON-659;MS;Três Lagoas;Prefeitura Municipal;Consignet;Ativo;2023-08-02;2028-08-02
CON-658;SC;Capivari De Baixo;Prefeitura Municipal;Easy Consig;Ativo;2023-09-21;2026-02-10
CON-657;BA;Alagoinhas;Prefeitura Municipal;NewVersion;Ativo;2025-03-24;2026-03-24
CON-656;RS;Lagoa Vermelha;Prefeitura Municipal;Consignet;Inativo;2023-09-21;2024-06-18
CON-655;SP;Guararapes;Prefeitura Municipal;Consignet;Inativo;2023-09-21;2024-02-13
CON-654;CE;Santa Quitéria;Prefeitura Municipal;Safe Consig;Ativo;2023-08-15;2028-08-15
CON-653;PE;Brejão - Pe . Fupreb;Instituto de Previdência;Fácil;Ativo;2023-09-13;2028-09-13
CON-652;PR;Mariluz;Prefeitura Municipal;Consignet;Ativo;2023-09-19;2028-05-10
CON-651;RN;Nova Cruz;Prefeitura Municipal;Fácil;Inativo;2023-09-19;2024-10-01
CON-650;SP;São Paulo;Prefeitura Municipal;CIP;Ativo;2023-04-29;2026-01-29
CON-649;PA;Dom Eliseu;Prefeitura Municipal;Fácil;Ativo;2023-08-31;2028-08-31
CON-648;CE;Morada Nova;Prefeitura Municipal;Fácil;Ativo;2024-12-17;2029-12-17
CON-647;MS;Itaquiraí;Prefeitura Municipal;Consignet;Ativo;2023-09-18;2026-07-19
CON-646;PI;Pedro Ii;Prefeitura Municipal;Digital Consig;Ativo;2023-09-18;2026-06-29
CON-645;SP;Irmandade Da Santa Casa De Misericórdia De Guariba;Outros;Consignet;Ativo;2023-09-18;2028-03-14
CON-644;RO;Pimenta Bueno;Câmara Municipal;Consignet;Ativo;2023-09-18;2026-03-02
CON-643;PB;Fundação Governador Flávio Ribeiro Coutinho;Outros;Fácil;Ativo;2023-09-01;2028-09-01
CON-642;PE;Sanharó;Prefeitura Municipal;NewVersion;Ativo;2023-09-15;2028-09-15
CON-641;RO;Cujubim;Prefeitura Municipal;Consignet;Ativo;2023-09-15;2028-09-15
CON-640;RN;São Paulo Do Potengi;Prefeitura Municipal;SP Consig;Inativo;2023-09-15;2024-09-15
CON-639;CE;Campos Sales;Prefeitura Municipal;Fácil;Ativo;2025-04-07;1930-04-05
CON-638;PE;Cupira;Prefeitura Municipal;Fasitec;Ativo;2023-09-13;2028-09-13
CON-637;PE;Cupira;Autarquia;Fasitec;Ativo;2023-09-13;2028-09-13
CON-636;BA;João Dourado;Prefeitura Municipal;Fasitec;Ativo;2023-09-15;2027-01-07
CON-635;SC;Urupema;Prefeitura Municipal;ConsigLog;Ativo;2023-09-13;2025-10-24
CON-634;SP;Guaíra;Prefeitura Municipal;Consignet;Ativo;2023-09-13;2028-05-12
CON-633;MS;Três Lagoas;Instituto de Previdência;Consignet;Inativo;2023-09-04;2024-09-03
CON-632;CE;Jaguaruana;Prefeitura Municipal;Digital Consig;Ativo;2023-09-12;2026-03-04
CON-631;RS;Viamão;Instituto de Previdência;Módulo Consignado;Inativo;2023-09-11;2024-09-12
CON-630;MT;Campinápolis;Prefeitura Municipal;Digital Consig;Inativo;2023-09-11;2025-04-24
CON-629;CE;Itapipoca;Instituto de Previdência;Safe Consig;Ativo;2023-09-08;2026-07-13
CON-628;PB;Cacimbas;Prefeitura Municipal;SP Consig;Ativo;2023-09-08;2027-07-25
CON-627;SP;Carapicuíba;Prefeitura Municipal;Fasitec;Iniciando Renovação;2024-09-04;2025-09-04
CON-626;PR;Rancho Alegre;Prefeitura Municipal;Consignet;Inativo;2023-09-06;2024-07-25
CON-625;PE;Ibimirim;Prefeitura Municipal;Consignet;Ativo;2023-08-26;2028-08-26
CON-624;CE;Chorozinho;Prefeitura Municipal;Fácil;Ativo;2024-09-09;2029-09-09
CON-623;SP;Itu;Instituto de Previdência;ConsigLog;Iniciando Renovação;2023-09-01;2025-08-31
CON-622;GO;Leopoldo De Bulhões;Instituto de Previdência;Metaconsig;Ativo;2023-09-04;2028-06-13
CON-621;SP;Araras;Autarquia;Fasitec;Ativo;2023-09-04;2028-05-30
CON-620;PR;Dos Servidores Públicos Municipais;Autarquia;Consignet;Inativo;2023-09-01;2023-11-12
CON-619;RJ;Itatiaia;Instituto de Previdência;Fácil;Inativo;2023-09-01;2025-05-13
CON-618;BA;Santa Bárbara;Prefeitura Municipal;Fasitec;Ativo;2023-09-01;2028-03-21
CON-617;CE;Paracuru;Prefeitura Municipal;Digital Consig;Inativo;2023-09-01;2024-06-28
CON-616;RS;Nova Hartz;Prefeitura Municipal;Consignet;Ativo;2023-09-10;2028-09-10
CON-615;PE;Belo Jardim;Prefeitura Municipal;NewVersion;Ativo;2023-08-25;2028-08-25
CON-614;PB;Belo Jardim;Instituto de Previdência;NewVersion;Ativo;2023-08-25;2028-08-25
CON-613;PB;Juripiranga;Prefeitura Municipal;Metaconsig;Ativo;2023-06-06;2025-10-13
CON-612;GO;Tribunal Regional Do Trabalho Da 18ª Região - Trt 18;Tribunal;Quantum;Ativo;2023-08-31;2026-06-30
CON-611;PB;Dona Inês Pb;Instituto de Previdência;Metaconsig;Inativo;2023-08-31;2025-04-20
CON-610;SP;Charqueada;Prefeitura Municipal;Consignet;Inativo;2023-08-31;2024-08-31
CON-609;RS;Salvador Do Sul;Prefeitura Municipal;Consignet;Ativo;2023-08-31;2027-05-23
CON-608;BA;Filadélfia;Prefeitura Municipal;Fasitec;Ativo;2023-08-31;2026-01-07
CON-607;SP;Botucatu;Instituto de Previdência;Consignet;Inativo;2023-08-25;2024-08-25
CON-606;SP;Boituva;Prefeitura Municipal;Consignet;Ativo;2023-09-19;2028-09-19
CON-605;PR;Diamante D'Oeste;Prefeitura Municipal;Consignet;Ativo;2023-09-12;2028-09-12
CON-604;MT;Confresa;Prefeitura Municipal;Digital Consig;Inativo;2023-08-29;2024-07-31
CON-603;SP;São Pedro;Prefeitura Municipal;Consignet;Inativo;2023-08-29;2024-05-24
CON-602;RO;Machadinho D'Oeste;Prefeitura Municipal;Consignet;Ativo;2023-08-23;2028-08-23
CON-601;RN;Felipe Guerra;Prefeitura Municipal;SP Consig;Ativo;2023-08-22;2028-08-22
CON-600;SP;Itaí;Instituto de Previdência;Consignet;Iniciando Renovação;2023-08-25;2025-06-19
CON-599;BA;Candeias;Prefeitura Municipal;ConsigLog;Iniciando Renovação;2024-08-22;2025-08-22
CON-598;PE;Bodoco;Prefeitura Municipal;Fasitec;Inativo;2023-08-24;2024-09-13
CON-597;CE;Carire;Prefeitura Municipal;Digital Consig;Ativo;2023-08-24;2028-05-26
CON-596;AL;Lagoa Da Canoa;Prefeitura Municipal;Fasitec;Ativo;2023-08-24;2028-08-23
CON-595;SP;Itanhaém;Instituto de Previdência;Consignet;Inativo;2023-08-14;2024-08-14
CON-594;RO;Alvorada Do Oeste;Prefeitura Municipal;Consignet;Ativo;2023-09-14;2028-09-14
CON-593;PR;Pato Branco;Instituto de Previdência;Consignet;Ativo;2023-11-02;2028-11-02
CON-592;CE;Ocara;Prefeitura Municipal;Digital Consig;Ativo;2023-08-23;2027-06-08
CON-591;PE;Correntes;Instituto de Previdência;Fasitec;Ativo;2023-08-23;2026-01-15
CON-590;PA;Jacundá;Prefeitura Municipal;Fácil;Inativo;2023-08-22;2024-08-22
CON-589;RN;Lajes Pintadas;Prefeitura Municipal;Consignet;Ativo;2024-07-02;2029-07-02
CON-588;PE;Quixaba;Prefeitura Municipal;SP Consig;Ativo;2023-07-17;2027-07-17
CON-587;PE;Chã Grande - Chã;Instituto de Previdência;Consignet;Ativo;2023-08-18;2028-08-18
CON-586;PE;Chã Grande;Prefeitura Municipal;Consignet;Ativo;2023-08-16;2028-08-16
CON-585;GO;Planaltina;Prefeitura Municipal;Konéxia;Ativo;2023-07-17;2026-07-17
CON-584;PR;Bocaiúva Do Sul;Prefeitura Municipal;Consignet;Ativo;2023-08-17;2028-08-17
CON-583;PR;Altamira Do Paraná;Prefeitura Municipal;Consignet;Ativo;2023-08-17;2028-08-17
CON-582;BA;Caldeirão Grande;Prefeitura Municipal;Fasitec;Ativo;2023-08-17;2026-02-18
CON-581;PR;Anahy;Prefeitura Municipal;Fasitec;Ativo;2023-08-17;2026-05-27
CON-580;CE;Pacoti;Prefeitura Municipal;Digital Consig;Ativo;2023-08-17;2026-10-28
CON-579;RN;São Paulo Do Potengi;Instituto de Previdência;SP Consig;Ativo;2023-07-28;2028-07-28
CON-578;PR;Pitanga;Instituto de Previdência;Consignet;Ativo;2023-07-13;2028-07-13
CON-577;PE;Autarquia Educacional Do Araripe;Autarquia;Fasitec;Ativo;2023-08-16;2026-02-11
CON-576;PR;Palmeira;Prefeitura Municipal;Consignet;Inativo;2023-08-16;2024-08-16
CON-575;MG;Ponte Nova;Prefeitura Municipal;Consignet;Inativo;2023-08-20;2024-08-20
CON-574;MT;Paranatinga;Prefeitura Municipal;Digital Consig;Inativo;2023-08-11;2024-12-20
CON-573;SE;Carmópolis;Prefeitura Municipal;Green Consig;Ativo;2023-08-11;2027-06-11
CON-572;PR;Ampére;Instituto de Previdência;Consignet;Ativo;2023-08-11;2027-06-14
CON-571;AL;Major Isidoro;Prefeitura Municipal;MegaTec;Ativo;2025-06-04;1930-06-04
CON-570;AL;Roteiro;Prefeitura Municipal;Fasitec;Inativo;2018-11-08;2024-12-31
CON-569;AL;Barra De São Miguel;Prefeitura Municipal;Fasitec;Ativo;2023-08-14;2028-08-14
CON-568;AL;Passo De Camaragibe;Instituto de Previdência;Fasitec;Inativo;2019-08-01;2024-08-01
CON-567;AL;Tanque D'Arca;Prefeitura Municipal;Fasitec;Inativo;2019-08-15;2024-08-15
CON-566;AL;Marinbondo;Câmara Municipal;Fasitec;Iniciando Renovação;2020-07-31;2025-07-31
CON-565;AL;Tanque D'Arca;Câmara Municipal;Fasitec;Iniciando Renovação;2020-07-28;2025-07-28
CON-564;RS;São Francisco De Assis;Instituto de Previdência;Lucas/Siga TI;Iniciando Renovação;2023-08-10;2025-06-19
CON-563;RJ;Itatiaia;Prefeitura Municipal;Fácil;Inativo;2023-08-10;2025-05-18
CON-562;BA;Dom Basílio;Prefeitura Municipal;Fasitec;Ativo;2023-08-10;2025-09-24
CON-561;AL;União Dos Palmares;Prefeitura Municipal;Fasitec;Ativo;2023-08-10;2025-12-02
CON-560;CE;Guaramiranga;Prefeitura Municipal;Digital Consig;Ativo;2023-08-10;2026-11-04
CON-559;MT;São Félix Do Araguaia;Prefeitura Municipal;Digital Consig;Ativo;2023-08-10;2025-10-02
CON-558;PR;Terra Boa;Prefeitura Municipal;Consignet;Ativo;2023-10-25;2028-10-25
CON-557;BA;Santa Inês;Prefeitura Municipal;Fasitec;Ativo;2023-08-09;2028-04-28
CON-556;SE;Indiaroba;Prefeitura Municipal;Green Consig;Inativo;2023-08-09;2025-05-21
CON-555;SP;Bofete;Prefeitura Municipal;Consignet;Inativo;2023-08-09;2025-04-30
CON-554;PR;Ampere;Prefeitura Municipal;Consignet;Ativo;2023-08-07;2028-08-07
CON-553;BA;Xique-Xique;Prefeitura Municipal;Fasitec;Inativo;2019-10-02;2024-10-02
CON-551;AM;Defensoria Pública Do Amazonas;Outros;PRODAM;Inativo;2023-08-07;2024-04-01
CON-550;MG;João Pinheiro;Prefeitura Municipal;Quantum;Inativo;2023-08-07;2024-07-16
CON-549;BA;Ponto Novo;Prefeitura Municipal;Fasitec;Ativo;2023-08-07;2028-06-14
CON-548;SP;Casa Branca;Prefeitura Municipal;Consignet;Ativo;2025-06-27;1930-06-27
CON-547;BA;Sobradinho;Prefeitura Municipal;Fasitec;Inativo;2023-08-04;2026-01-03
CON-546;RN;Santana Do Seridó;Prefeitura Municipal;Consignet;Iniciando Renovação;2024-08-05;2025-08-04
CON-545;SP;Fundação Educacional Guaçuana;Autarquia;Consignet;Ativo;2021-09-01;2026-09-01
CON-544;RS;São Francisco De Assis;Prefeitura Municipal;Consignet;Iniciando Renovação;2023-08-03;2025-06-19
CON-543;SP;Itajobi;Prefeitura Municipal;Consignet;Ativo;2021-04-15;2026-04-15
CON-542;SP;Itajobi;Prefeitura Municipal;Consignet;Ativo;2021-04-15;2026-04-15
CON-541;SP;Pedro De Toledo;Prefeitura Municipal;Consignet;Ativo;2021-09-01;2026-09-01
CON-540;SP;São Carlos;Prefeitura Municipal;Consignet;Ativo;2021-09-24;2026-09-24
CON-539;SP;Ribeirão Grande;Prefeitura Municipal;Consignet;Ativo;2023-01-18;2028-01-18
CON-538;SP;Angatuba;Prefeitura Municipal;Consignet;Ativo;2023-07-18;2028-07-18
CON-537;SP;Bebedouro - Saaeb Ambiental;Autarquia;Consignet;Ativo;2023-06-20;2028-06-20
CON-535;RO;São Francisco Do Guaporé;Prefeitura Municipal;Consignet;Ativo;2023-07-27;2028-07-27
CON-534;PR;Rolândia;Instituto de Previdência;Consignet;Ativo;2023-09-30;2028-09-30
CON-533;SC;Jaraguá Do Sul;Prefeitura Municipal;Consignet;Ativo;2023-03-19;2026-03-18
CON-532;SC;Vitor Meireles;Prefeitura Municipal;Consignet;Ativo;2023-02-14;2028-02-14
CON-531;SC;Santa Terezinha;Prefeitura Municipal;Consignet;Ativo;2023-01-26;2028-01-26
CON-530;SC;Rio Do Campo;Prefeitura Municipal;Consignet;Ativo;2023-06-22;2028-06-22
CON-529;GO;Senador Canedo;Prefeitura Municipal;BRTEC;Inativo;2023-07-13;2024-10-31
CON-528;BA;S Do Estado Da Bahia - Tcm Ba;Tribunal;ConsigLog;Iniciando Renovação;2023-07-31;2025-06-12
CON-527;SC;Biguaçu;Prefeitura Municipal;ConsigLog;Ativo;2023-04-02;2028-04-02
CON-526;AL;Batalha;Prefeitura Municipal;Fasitec;Ativo;2023-11-09;2028-11-09
CON-525;PR;Jussara;Câmara Municipal;Consignet;Inativo;2023-07-31;2024-01-14
CON-524;PR;Jussara;Instituto de Previdência;Consignet;Inativo;2023-07-31;2024-01-14
CON-523;BA;Glória;Prefeitura Municipal;Safe Consig;Inativo;2023-07-31;2024-12-31
CON-522;PR;Primeiro De Maio;Prefeitura Municipal;Consignet;Inativo;2023-07-31;2024-11-11
CON-521;MT;Cuiabá;Prefeitura Municipal;Fácil;Inativo;2024-06-03;2025-06-03
CON-520;BA;Igaporã;Prefeitura Municipal;Fasitec;Inativo;2023-07-31;2025-05-12
CON-519;SE;Capela;Prefeitura Municipal;Fasitec;Inativo;2023-07-28;2025-02-08
CON-518;SP;Monções;Prefeitura Municipal;Consignet;Iniciando Renovação;2023-07-28;2025-08-24
CON-517;RO;Alto Paraíso;Prefeitura Municipal;Consignet;Ativo;2025-05-20;1930-05-20
CON-516;PR;Doutor Camargo;Prefeitura Municipal;Consignet;Inativo;2023-07-27;2024-09-30
CON-515;PA;Marabá;Prefeitura Municipal;Fácil;Inativo;2023-07-27;2024-05-29
CON-514;SP;São José Do Rio Pardo;Autarquia;Consignet;Ativo;2023-07-27;2026-09-06
CON-513;SC;Caçador;Prefeitura Municipal;Safe Consig;Iniciando Renovação;2024-08-21;2025-08-21
CON-512;CE;Caucaia;Prefeitura Municipal;Safe Consig;Inativo;2023-07-27;2024-07-23
CON-511;MT;Sapezal;Prefeitura Municipal;Digital Consig;Iniciando Renovação;2023-07-26;2025-07-16
CON-510;SP;Santo André;Prefeitura Municipal;Fasitec;Ativo;2023-07-26;2025-12-20
CON-509;RO;Nova Mamoré;Prefeitura Municipal;Fasitec;Ativo;2023-07-26;2026-06-15
CON-508;AL;Senador Rui Palmeira;Prefeitura Municipal;Fasitec;Ativo;2023-07-26;2027-01-13
CON-507;MG;Contagem;Prefeitura Municipal;Nobe Software;Inativo;2023-07-26;2024-10-01
CON-506;PR;Três Barras Do Paraná;Prefeitura Municipal;Consignet;Ativo;2023-08-14;2028-08-14
CON-505;MG;Juatuba;Prefeitura Municipal;Infoconsig;Ativo;2023-07-24;2028-05-23
CON-504;MT;Poconé;Prefeitura Municipal;Digital Consig;Iniciando Renovação;2023-07-24;2025-07-04
CON-503;PB;Alagoa Nova;Prefeitura Municipal;SP Consig;Ativo;2023-07-20;2026-11-22
CON-502;SP;Osasco;Instituto de Previdência;ConsigLog;Inativo;2023-07-18;2024-12-10
CON-501;PR;Prudentópolis;Instituto de Previdência;Consignet;Ativo;2023-07-18;2028-04-13
CON-500;MA;Santa Rita;Prefeitura Municipal;Fasitec;Ativo;2023-07-15;2028-07-15
CON-499;PE;Santa Filomena;Prefeitura Municipal;Consignet;Ativo;2025-04-11;1930-04-11
CON-498;PR;Amaporã;Câmara Municipal;Consignet;Ativo;2023-07-11;2026-05-11
CON-497;CE;São Gonçalo Do Amarante;Prefeitura Municipal;Fácil;Iniciando Renovação;2023-06-14;2025-06-14
CON-496;AL;Governo De Alagoas;Governo de Estado;NeoConsig;Ativo;2023-07-05;2028-07-05
CON-495;RS;Restinga Seca;Prefeitura Municipal;Consignet;Inativo;2023-07-10;2025-05-13
CON-494;PR;Guaraci;Instituto de Previdência;Consignet;Ativo;2023-07-10;2026-06-21
CON-493;PR;Cambé;Prefeitura Municipal;Consignet;Ativo;2023-07-10;2028-01-04
CON-492;RS;Departamento Autônomo De Estradas De Rodagem;Outros;Numeria Informática;Inativo;2023-07-06;2024-07-06
CON-491;DF;Tribunal Superior Do Trabalho;Tribunal;Fácil;Ativo;2023-03-07;2028-03-07
CON-490;SP;Limeira;Prefeitura Municipal;NeoConsig;Inativo;2023-07-10;2024-02-08
CON-489;PR;Goioere;Prefeitura Municipal;Consignet;Ativo;2023-09-14;2028-09-14
CON-488;MS;Novo Horizonte Do Sul;Prefeitura Municipal;Consignet;Ativo;2023-07-05;2027-08-22
CON-487;MA;Vila Nova Dos Martírios;Prefeitura Municipal;Consignet;Ativo;2023-07-05;2027-11-01
CON-486;PR;Sertaneja;Prefeitura Municipal;Consignet;Ativo;2023-07-04;2026-01-28
CON-485;PR;Barbosa Ferraz;Prefeitura Municipal;Consignet;Inativo;2023-07-04;2024-08-08
CON-484;PR;Palmital;Prefeitura Municipal;Consignet;Ativo;2024-11-18;2029-11-18
CON-483;SP;Santo André;Instituto de Previdência;ConsigLog;Inativo;2023-07-04;2024-05-29
CON-482;RO;Cacoal;Outros;Consignet;Ativo;2023-07-04;2028-07-04
CON-481;RO;Cacoal;Outros;Consignet;Ativo;2023-06-29;2028-06-29
CON-480;PR;Paraíso Do Norte;Prefeitura Municipal;Consignet;Ativo;2023-07-03;2028-04-18
CON-479;RO;Pimenteiras Do Oeste;Prefeitura Municipal;Consignet;Ativo;2025-01-31;1930-01-31
CON-478;PR;Farol;Prefeitura Municipal;Consignet;Inativo;2023-07-03;2025-04-07
CON-477;SP;Iperó;Prefeitura Municipal;ConsigLog;Inativo;2023-07-03;2025-03-05
CON-476;SP;Santo André;Autarquia;ConsigLog;Iniciando Renovação;2023-07-03;2025-09-02
CON-475;RN;Apodi;Prefeitura Municipal;Fácil;Iniciando Renovação;2023-06-30;2025-07-09
CON-474;SC;Pomerode;Prefeitura Municipal;Consignet;Ativo;2023-06-22;2028-06-22
CON-473;PR;Luiziana;Prefeitura Municipal;Consignet;Ativo;2023-02-07;2028-02-07
CON-472;PR;Cruzeiro Do Oeste;Prefeitura Municipal;Consignet;Inativo;2023-06-30;2025-05-28
CON-470;PE;Toritama;Prefeitura Municipal;Fácil;Ativo;2024-06-25;2029-06-25
CON-469;PR;Altônia;Prefeitura Municipal;Consignet;Inativo;2023-06-29;2024-08-08
CON-468;PE;Inajá;Instituto de Previdência;NewVersion;Ativo;2023-06-27;2028-06-27
CON-467;SC;Witmarsum;Prefeitura Municipal;Consignet;Ativo;2023-06-27;2028-06-27
CON-466;MG;Uberaba;Prefeitura Municipal;Unitedtech;Inativo;2022-08-29;2024-08-28
CON-465;MG;Coronel Fabriciano;Prefeitura Municipal;Unitedtech;Ativo;2024-02-22;2027-02-22
CON-464;PA;Tribunal Regional Do Trabalho Da 8ª Região - Trt 8;Tribunal;Unitedtech;Inativo;2023-01-24;2025-01-24
CON-463;SP;Suzano;Prefeitura Municipal;ConsigLog;Ativo;2023-11-21;2028-11-21
CON-462;MG;Ministério Público Do Estado De Minas Gerais;Outros;Quantum;Inativo;2023-03-09;2023-09-05
CON-461;SP;Ribeirão Preto;Instituto de Previdência;Quantum;Ativo;2023-04-03;2028-04-03
CON-460;SP;Guarda Civil De Ribeirão Preto;Outros;Quantum;Ativo;2023-02-22;2027-02-22
CON-459;RJ;Teresópolis;Prefeitura Municipal;Cotar;Ativo;2024-05-08;1934-05-08
CON-458;RS;Grupo Hospitalar Conceição;Empresa Privada;Quantum;Inativo;2023-04-04;2025-04-04
CON-457;SP;Hospital Das Clínicas De Ribeirão Preto;Autarquia;Consignet;Ativo;2021-06-25;2026-06-24
CON-456;MG;Juiz De Fora;Prefeitura Municipal;Quantum;Inativo;2024-05-07;2026-05-06
CON-455;MG;Manhuaçu;Prefeitura Municipal;Quantum;Ativo;2024-07-01;2029-07-01
CON-454;MG;Vespasiano;Prefeitura Municipal;Quantum;Inativo;2023-02-17;2025-03-06
CON-453;MG;Conselheiro Lafaiete;Prefeitura Municipal;Quantum;Ativo;2023-01-04;2025-11-16
CON-452;MG;Transmontes De Monte Claros;Empresa Privada;Quantum;Inativo;2023-02-17;2025-02-17
CON-451;MG;Limpeza Urbana De Juiz De Fora;Autarquia;Quantum;Inativo;2022-05-24;2024-10-22
CON-450;RJ;Defensoria Publica Do Estado Do Rio De Janeiro;Outros;Quantum;Inativo;2023-03-07;2025-03-07
CON-449;CE;Capistrano;Prefeitura Municipal;Safe Consig;Ativo;2023-03-20;2028-03-20
CON-448;SC;Mafra;Prefeitura Municipal;Safe Consig;Ativo;2023-10-23;2025-10-22
CON-447;CE;Tauá;Prefeitura Municipal;Safe Consig;Inativo;2022-05-19;2024-02-15
CON-446;CE;Jijoca De Jericoacoara;Prefeitura Municipal;Safe Consig;Ativo;2023-02-06;2028-02-06
CON-445;SP;Cubatão;Instituto de Previdência;SERPRO;Inativo;2022-06-21;2023-06-21
CON-444;GO;Tribunal De Justiça Da Goiás;Tribunal;SERPRO;Ativo;2023-02-06;2026-02-06
