CHAMADO;UF;MUNICIPIO;TIPO_ETABELECIMENTO;CONCORRENTE;STATUS;DATA_INI;DATA_FIM
CON-797;ES;Marilândia;Prefeitura Municipal;Consignet;Ativo;2023-11-23;2025-11-18
CON-796;BA;Mucuri;Prefeitura Municipal;Quantum;Inativo;2023-11-23;2024-12-31
CON-795;PR;Presidente Castelo Branco;Prefeitura Municipal;Consignet;Ativo;2023-11-22;2028-07-02
CON-794;SC;Três Barras;Prefeitura Municipal;Infoconsig;Ativo;2023-11-22;2026-04-28
CON-793;PR;Bela Vista do Paraíso;Prefeitura Municipal;Consignet;Inativo;2023-11-21;2024-03-21
CON-792;PE;Fundo de Previdência do Município de Santa Cruz;Instituto de Previdência;Consignet;Ativo;2023-11-22;2026-11-26
CON-791;MS;Nova Andradina;Prefeitura Municipal;Fasitec;Ativo;2023-11-22;2025-11-19
CON-790;CE;Tururu;Prefeitura Municipal;Safe Consig;Ativo;2023-11-22;2026-04-01
CON-789;AP;Ministério Público do Amapá - MPAP;Outros;Infoconsig;Ativo;2023-11-22;2025-09-29
CON-788;PR;Apucarana;Prefeitura Municipal;ConsigBr;Inativo;2023-11-22;2024-03-11
CON-787;MG;Ituiutaba;Prefeitura Municipal;Consignet;Inativo;2023-11-22;2024-08-29
CON-786;BA;Ouriçangas;Prefeitura Municipal;Fasitec;Inativo;2023-11-20;2024-09-19
CON-785;BA;Uibaí;Prefeitura Municipal;Fasitec;Ativo;2023-11-20;2026-09-10
CON-784;PA;Igarapé-Miri;Prefeitura Municipal;RF1 Participações;Ativo;2024-12-23;2025-12-22
CON-783;SP;São Vicente;Prefeitura Municipal;Quantum;Iniciando Renovação;2023-11-17;2025-09-12
CON-782;RS;Bruning Tecnometal S/A;Empresa Privada;Consignet;Ativo;2023-11-17;2025-11-30
CON-781;AL;Fundo de Aposentadoria e Pensão - FAPEN - Cajueiro;Instituto de Previdência;Fasitec;Ativo;2023-11-16;2028-11-16
CON-780;RN;Currais Novos;Prefeitura Municipal;Fácil;Ativo;2023-12-01;2028-12-01
CON-779;RJ;Instituto de Previdência dos Servidores Públicos Municipais de Teresópolis - TEREPREV;Instituto de Previdência;Quantum;Ativo;2023-11-16;2026-01-28
CON-778;BA;Jacobina - JACOPREV;Instituto de Previdência;Fasitec;Ativo;2023-10-11;2028-10-11
CON-777;BA;Gandu;Prefeitura Municipal;ConsigLog;Ativo;2023-10-27;2028-10-27
CON-776;MG;Itajubá;Prefeitura Municipal;Unitedtech;Inativo;2023-11-14;2024-09-06
CON-775;MS;Deodápolis;Prefeitura Municipal;Fasitec;Inativo;2023-11-21;2024-10-28
CON-774;PR;Guamiranga;Prefeitura Municipal;Consignet;Ativo;2023-11-14;2028-06-01
CON-773;PI;Instituto de Previdência do Município de Campo Maior;Instituto de Previdência;Fácil;Ativo;2023-11-14;2027-08-04
CON-772;RN;São Bento do Trairí;Prefeitura Municipal;SP Consig;Inativo;2023-11-13;2024-11-13
CON-771;RJ;Belford Roxo;Prefeitura Municipal;ConsigLog;Ativo;2023-10-30;2028-10-30
CON-770;PR;Juranda;Prefeitura Municipal;Consignet;Iniciando Renovação;2023-11-10;2025-09-01
CON-769;BA;Coração de Maria;Prefeitura Municipal;Fasitec;Inativo;2023-11-10;2024-01-04
CON-768;RS;Instituto de Previdência dos Servidores Municipais de Gravataí;Instituto de Previdência;BRTEC;Ativo;2023-11-10;2027-09-01
CON-767;BA;Antônio Gonçalves;Prefeitura Municipal;ConsigLog;Ativo;2023-11-10;2026-01-26
CON-766;PR;Mangueirinha;Prefeitura Municipal;Consignet;Ativo;2023-11-10;2028-09-01
CON-765;AL;Instituto de Previdência Própria dos Servidores do Município de Batalha;Instituto de Previdência;Fasitec;Ativo;2023-11-09;2028-11-09
CON-764;PI;Teresina;Prefeitura Municipal;Fácil;Ativo;2024-08-30;2029-08-30
CON-763;PR;Assembleia Legislativa do do Estado do Paraná;Assembléia;Consignet;Inativo;2023-11-10;2024-08-24
CON-762;PE;Instituto de Previdência do Município de Venturosa;Instituto de Previdência;SP Consig;Ativo;2023-09-01;2028-09-01
CON-761;MA;Fernando Falcão;Prefeitura Municipal;Consignet;Ativo;2023-11-08;2025-11-08
CON-760;PR;Capitão Leonidas Marques;Prefeitura Municipal;Consignet;Ativo;2023-11-21;2028-11-21
CON-759;GO;Gouvelândia;Prefeitura Municipal;Consignet;Ativo;2023-10-30;2028-10-30
CON-758;MG;Uberaba;Instituto de Previdência;Unitedtech;Inativo;2023-11-08;2024-08-28
CON-757;GO;Goiânia e Goiânia PREV;Prefeitura Municipal;ConsigLog;Inativo;2023-11-08;2024-10-23
CON-756;SP;Valentim Gentil;Prefeitura Municipal;Fasitec;Inativo;2023-11-08;2024-06-15
CON-755;GO;Uruaçu;Câmara Municipal;Digital Consig;Ativo;2023-11-08;2026-02-02
CON-754;PE;Quixelô;Prefeitura Municipal;Digital Consig;Ativo;2023-11-08;2026-04-28
CON-753;SP;Fundação de Previdência dos Servidores Públicos Municipais Efetivos de Bauru - FUNPREV;Instituto de Previdência;DB1;Inativo;2023-11-08;2024-11-06
CON-752;PE;Panelas e Panelas PREV;Prefeitura Municipal;Consignet;Iniciando Renovação;2023-11-08;2025-08-20
CON-751;RO;Cabixi;Prefeitura Municipal;Consignet;Ativo;2023-11-21;2028-11-21
CON-750;PE;Brejão;Prefeitura Municipal;Fácil;Ativo;2023-11-01;2028-11-01
CON-749;SP;Mogi das Cruzes;Prefeitura Municipal;ConsigLog;Ativo;2023-10-24;2027-10-24
CON-748;RO;Cacaulândia;Prefeitura Municipal;Consignet;Ativo;2023-11-06;2028-11-06
CON-747;RS;Ijuí;Instituto de Previdência;Lucas/Siga TI;Inativo;2023-11-06;2025-05-07
CON-746;RS;Ijuí;Prefeitura Municipal;Lucas/Siga TI;Inativo;2023-11-06;2025-05-07
CON-745;CE;Instituto de Previdência do Município de Amontada;Instituto de Previdência;Safe Consig;Ativo;2023-11-06;2028-07-03
CON-744;AM;Iranduba;Instituto de Previdência;LINE IT;Inativo;2023-11-06;2024-05-20
CON-743;RO;Cujubim;Prefeitura Municipal;Consignet;Inativo;2023-11-06;2024-04-30
CON-742;RS;Novo Hamburgo;Prefeitura Municipal;ASBAN;Inativo;2023-11-06;2024-09-04
CON-741;SP;Colombia;Prefeitura Municipal;Consignet;Ativo;2023-11-06;2028-07-31
CON-740;SP;Tabatinga;Prefeitura Municipal;Consignet;Inativo;2025-01-01;1930-01-01
CON-739;PR;Marialva;Prefeitura Municipal;Consignet;Ativo;2023-11-06;2027-02-10
CON-738;RO;Cerejeiras;Prefeitura Municipal;Consignet;Ativo;2023-11-06;2028-01-24
CON-737;PE;Itapissuma;Prefeitura Municipal;Consignet;Iniciando Renovação;2023-11-06;2025-06-09
CON-736;SE;Maruim;Prefeitura Municipal;Fasitec;Ativo;2023-11-06;2026-03-29
CON-735;AM;Tribunal de Justiça do Amazonas - TJAM;Tribunal;PRODAM;Inativo;2023-11-06;2024-07-11
CON-734;PI;Previdência de Paulistana;Instituto de Previdência;Consignet;Ativo;2023-06-29;2028-06-29
CON-733;SP;São José do Rio Preto SP;Prefeitura Municipal;Quantum;Inativo;2023-09-27;2025-04-28
CON-732;SP;Regime Próprio de Previdência Social de São José do Rio Preto - SP - RIOPRETOPREV;Instituto de Previdência;Quantum;Ativo;2023-09-27;2027-09-27
CON-731;PE;Recife;Câmara Municipal;Fácil;Ativo;2025-01-15;2026-01-18
CON-730;PE;Fundo Previdenciário de Bodocó - FUNPREBO;Instituto de Previdência;Fasitec;Inativo;2023-10-27;2024-09-13
CON-729;PR;Fundação Universidade Estadual de Maringá - FUEM;Outros;Consignet;Iniciando Renovação;2023-10-27;2025-07-08
CON-728;PE;Chã de Alegria;Prefeitura Municipal;Consignet;Ativo;2023-10-20;2028-10-20
CON-727;PI;Instituto de Previdência do Município de Água Branca;Instituto de Previdência;Consignet;Ativo;2023-10-27;2028-10-27
CON-726;PI;Paulistana;Prefeitura Municipal;Consignet;Inativo;2023-10-27;2024-10-27
CON-725;CE;Redenção;Prefeitura Municipal;Safe Consig;Ativo;2023-10-27;2026-01-11
CON-724;PE;Chã de Alegria;Prefeitura Municipal;Consignet;Ativo;2023-10-20;2028-10-20
CON-723;PB;Defensoria Pública do Estado da Paraíba;Outros;Fácil;Inativo;2023-10-27;2024-12-30
CON-722;PI;Altos;Prefeitura Municipal;Fácil;Inativo;2023-10-27;2025-04-14
CON-721;RJ;Instituto de Previdência do Município de Vassouras - FUPREVAS - RPPS;Instituto de Previdência;Consignet;Ativo;2023-10-23;2026-11-22
CON-720;AP;Macapá Previdência - MACAPAPREV;Instituto de Previdência;ConsigLog;Inativo;2023-10-20;2024-10-20
CON-719;SP;Pedrinhas Paulista;Prefeitura Municipal;Consignet;Ativo;2023-10-23;2028-10-23
CON-718;CE;Beberibe;Prefeitura Municipal;Safe Consig;Inativo;2023-10-24;2024-10-03
CON-717;AL;Instituto de Previdência do Município de Viçosa/AL - IPASMV;Instituto de Previdência;Fasitec;Ativo;2023-10-20;2028-10-20
CON-716;RO;Governador Jorge Teixeira;Prefeitura Municipal;Consignet;Ativo;2023-10-18;2028-10-18
CON-714;MS;Ladário;Prefeitura Municipal;Consignet;Ativo;2022-03-10;2027-03-10
CON-713;MS;Sonora;Prefeitura Municipal;Consignet;Ativo;2022-03-08;2027-03-08
CON-712;SC;Palhoça - IPPA;Instituto de Previdência;Consignet;Ativo;2023-08-16;2028-08-16
CON-711;SC;Palhoça;Prefeitura Municipal;Consignet;Ativo;2023-10-16;2028-10-16
CON-710;SP;Serviços Técnicos Gerais - SETEC - Autarquia de Campinas;Autarquia;ConsigLog;Ativo;2021-05-07;2026-05-07
CON-709;PR;Ponta Grossa;Prefeitura Municipal;NeoConsig;Inativo;2024-06-06;2025-06-06
CON-708;MS;Instituto de Previdência do Município de Aparecida do Taboado - IPAMAT;Instituto de Previdência;Consignet;Inativo;2023-10-20;2024-10-20
CON-707;PR;Lobato;Prefeitura Municipal;Consignet;Ativo;2023-09-28;2028-09-28
CON-706;RS;Horizontina;Prefeitura Municipal;Consignet;Inativo;2023-10-16;2024-04-22
CON-705;BA;Santana;Prefeitura Municipal;Fasitec;Ativo;2023-10-16;2026-05-06
CON-704;PR;Porto Vitória;Prefeitura Municipal;Consignet;Inativo;2023-10-16;2025-03-03
CON-703;CE;Várzea Alegre;Prefeitura Municipal;Fácil;Ativo;2023-10-16;2026-12-27
CON-702;RS;Lajeado;Prefeitura Municipal;Consignet;Ativo;2023-10-16;2026-09-25
CON-701;CE;Mulungu;Prefeitura Municipal;Safe Consig;Ativo;2023-10-16;2027-01-11
CON-700;PR;Cidade Gaúcha;Prefeitura Municipal;Consignet;Ativo;2023-10-11;2026-01-08
CON-699;PR;Fundo de Previdência do Município de Cruzeiro do Oeste;Instituto de Previdência;Consignet;Inativo;2023-10-11;2025-05-28
CON-698;PE;Joaquim Nabuco;Prefeitura Municipal;Consignet;Ativo;2023-09-06;2028-09-06
CON-697;BA;Itamaraju;Prefeitura Municipal;ConsigLog;Ativo;2023-09-20;2028-09-20
CON-696;PE;Camocim;Prefeitura Municipal;Safe Consig;Inativo;2023-10-03;2024-10-03
CON-695;PA;Instituto de Previdência do Município de Ananindeua - IPMA;Instituto de Previdência;ConsigLog;Ativo;2023-10-06;2026-02-10
CON-694;PE;Abreu e Lima;Prefeitura Municipal;Consignet;Ativo;2022-08-17;2027-08-17
CON-693;MS;Paranaíba;Câmara Municipal;Consignet;Ativo;2023-09-25;2028-10-25
CON-692;RS;Sobradinho;Prefeitura Municipal;Consignet;Ativo;2023-10-05;2026-05-10
CON-691;PR;Jussara;Prefeitura Municipal;Consignet;Inativo;2023-10-05;2028-11-27
CON-690;MG;Insetimax Industria Química Ltda.;Outros;Consignet;Ativo;2023-10-05;2027-08-10
CON-689;SP;Juquiá;Prefeitura Municipal;NewVersion;Iniciando Renovação;2023-10-05;2025-07-08
CON-688;BA;Governo da Bahia;Governo de Estado;ConsigLog;Ativo;2023-09-27;2027-09-27
CON-687;GO;Formosa;Prefeitura Municipal;Quantum;Ativo;2023-09-15;2027-09-15
CON-686;PR;Terra Roxa;Prefeitura Municipal;Consignet;Ativo;2023-10-27;2028-10-27
CON-685;PE;Betânia;Prefeitura Municipal;Consignet;Ativo;2023-09-20;2028-09-20
CON-684;SP;Pereira Barreto;Prefeitura Municipal;Consignet;Ativo;2023-10-05;2027-09-19
CON-683;RS;Cachoeirinha;Prefeitura Municipal;ASBAN;Inativo;2023-10-05;2024-05-29
CON-682;MT;Assembleia Legislativa do Mato Grosso - ALMT;Assembléia;Montreal;Inativo;2023-10-11;2025-05-24
CON-681;PE;Câmara Municipal Vereadores de Flores;Câmara Municipal;Montreal;Inativo;2023-10-02;2024-10-02
CON-680;PE;São Bento do Una;Prefeitura Municipal;NewVersion;Ativo;2023-12-08;2026-12-17
CON-679;PR;Andirá;Prefeitura Municipal;Consignet;Ativo;2023-12-12;2025-12-11
CON-678;SP;Cajati;Prefeitura Municipal;Consignet;Ativo;2023-09-29;2028-04-06
CON-677;PE;Instituto de Previdência dos Servidores Municipais de Belém do São Francisco PE - IPSEB;Instituto de Previdência;Consignet;Ativo;2023-09-29;2026-06-11
CON-676;SC;SAMAE de Rio Negrinho;Autarquia;Consignet;Ativo;2023-09-29;2026-04-07
CON-675;SP;Nuporanga;Prefeitura Municipal;Consignet;Ativo;2023-09-29;2026-09-27
CON-674;MG;Serviço Nacional de Aprendizagem Industrial (SENAI/DRMG) - Serviço Social da Indústria (SESI/DRMG) - Instituto Euvaldo Lodi (IEL/NRMG);Outros;ConsigLog;Ativo;2023-09-29;2027-09-30
CON-673;SP;Tanabi;Prefeitura Municipal;Consignet;Ativo;2023-09-29;2025-10-23
CON-672;PR;da Lapa;Prefeitura Municipal;Consignet;Ativo;2024-01-29;2029-01-28
CON-671;PR;Quitandinha;Prefeitura Municipal;Consignet;Ativo;2023-09-29;2028-05-11
CON-670;RJ;Procuradoria Geral do Estado do Rio de Janeiro - PGE RJ;Outros;Quantum;Ativo;2023-09-26;2025-09-29
CON-669;MG;Estado de Minas Gerais - TCE MG;Tribunal;SERPRO;Inativo;2023-09-27;2024-09-27
CON-668;CE;Quixeré;Prefeitura Municipal;Digital Consig;Ativo;2023-09-27;2026-05-31
CON-667;PB;Aracoiaba;Instituto de Previdência;Digital Consig;Ativo;2023-09-27;2027-02-22
CON-666;PB;São Mamede;Prefeitura Municipal;Fácil;Ativo;2023-09-27;2027-08-30
CON-665;RS;Uruguaiana;Prefeitura Municipal;ASBAN;Inativo;2023-09-27;2024-05-19
CON-664;RS;Carazinho;Prefeitura Municipal;Consignet;Inativo;2023-09-27;2025-05-19
CON-663;AM;Manaus Previdência - MANAUSPREV;Instituto de Previdência;Fênixsoft;Ativo;2023-09-20;2025-09-20
CON-662;PR;Consamu - Consórcio de Saúde dos municípios do Oeste;Outros;Fasitec;Iniciando Renovação;2023-09-26;2025-07-20
CON-661;SC;Taió - TAIOPREV;Instituto de Previdência;Safe Consig;Inativo;2023-09-26;2024-05-05
CON-660;PA;Santarém;Prefeitura Municipal;Fácil;Ativo;2025-01-27;1930-01-27
CON-659;MS;Três Lagoas;Prefeitura Municipal;Consignet;Ativo;2023-08-02;2028-08-02
CON-658;SC;Capivari de Baixo;Prefeitura Municipal;Easy Consig;Ativo;2023-09-21;2026-02-10
CON-657;BA;Alagoinhas;Prefeitura Municipal;NewVersion;Ativo;2025-03-24;2026-03-24
CON-656;RS;Lagoa Vermelha;Prefeitura Municipal;Consignet;Inativo;2023-09-21;2024-06-18
CON-655;SP;Guararapes;Prefeitura Municipal;Consignet;Inativo;2023-09-21;2024-02-13
CON-654;CE;Santa Quitéria;Prefeitura Municipal;Safe Consig;Ativo;2023-08-15;2028-08-15
CON-653;PE;FUNDO DE PREVIDÊNCIA DE BREJÃO - PE . FUPREB;Instituto de Previdência;Fácil;Ativo;2023-09-13;2028-09-13
CON-652;PR;Mariluz;Prefeitura Municipal;Consignet;Ativo;2023-09-19;2028-05-10
CON-651;RN;Nova Cruz;Prefeitura Municipal;Fácil;Inativo;2023-09-19;2024-10-01
CON-650;SP;São Paulo;Prefeitura Municipal;CIP;Ativo;2023-04-29;2026-01-29
CON-649;PA;Dom Eliseu;Prefeitura Municipal;Fácil;Ativo;2023-08-31;2028-08-31
CON-648;CE;Morada Nova;Prefeitura Municipal;Fácil;Ativo;2024-12-17;2029-12-17
CON-647;MS;Itaquiraí;Prefeitura Municipal;Consignet;Ativo;2023-09-18;2026-07-19
CON-646;PI;Pedro II;Prefeitura Municipal;Digital Consig;Ativo;2023-09-18;2026-06-29
CON-645;SP;Irmandade da Santa Casa de Misericórdia de Guariba;Outros;Consignet;Ativo;2023-09-18;2028-03-14
CON-644;RO;Pimenta Bueno;Câmara Municipal;Consignet;Ativo;2023-09-18;2026-03-02
CON-643;PB;Fundação Governador Flávio Ribeiro Coutinho;Outros;Fácil;Ativo;2023-09-01;2028-09-01
CON-642;PE;Sanharó;Prefeitura Municipal;NewVersion;Ativo;2023-09-15;2028-09-15
CON-641;RO;Cujubim;Prefeitura Municipal;Consignet;Ativo;2023-09-15;2028-09-15
CON-640;RN;São Paulo do Potengi;Prefeitura Municipal;SP Consig;Inativo;2023-09-15;2024-09-15
CON-639;CE;Campos Sales;Prefeitura Municipal;Fácil;Ativo;2025-04-07;1930-04-05
CON-638;PE;Cupira;Prefeitura Municipal;Fasitec;Ativo;2023-09-13;2028-09-13
CON-637;PE;Fundo Municipal de Saúde de Cupira;Autarquia;Fasitec;Ativo;2023-09-13;2028-09-13
CON-636;BA;João Dourado;Prefeitura Municipal;Fasitec;Ativo;2023-09-15;2027-01-07
CON-635;SC;Urupema;Prefeitura Municipal;ConsigLog;Ativo;2023-09-13;2025-10-24
CON-634;SP;Guaíra;Prefeitura Municipal;Consignet;Ativo;2023-09-13;2028-05-12
CON-633;MS;TRÊS LAGOAS;Instituto de Previdência;Consignet;Inativo;2023-09-04;2024-09-03
CON-632;CE;Jaguaruana;Prefeitura Municipal;Digital Consig;Ativo;2023-09-12;2026-03-04
CON-631;RS;Viamão - IPREV;Instituto de Previdência;Módulo Consignado;Inativo;2023-09-11;2024-09-12
CON-630;MT;Campinápolis;Prefeitura Municipal;Digital Consig;Inativo;2023-09-11;2025-04-24
CON-629;CE;Itapipoca;Instituto de Previdência;Safe Consig;Ativo;2023-09-08;2026-07-13
CON-628;PB;Cacimbas;Prefeitura Municipal;SP Consig;Ativo;2023-09-08;2027-07-25
CON-627;SP;Carapicuíba;Prefeitura Municipal;Fasitec;Iniciando Renovação;2024-09-04;2025-09-04
CON-626;PR;Rancho Alegre;Prefeitura Municipal;Consignet;Inativo;2023-09-06;2024-07-25
CON-625;PE;Ibimirim;Prefeitura Municipal;Consignet;Ativo;2023-08-26;2028-08-26
CON-624;CE;Chorozinho;Prefeitura Municipal;Fácil;Ativo;2024-09-09;2029-09-09
CON-623;SP;Instituto de Previdência Social dos Servidores Municipais de Itu - ItuPrev;Instituto de Previdência;ConsigLog;Iniciando Renovação;2023-09-01;2025-08-31
CON-622;GO;Leopoldo de Bulhões;Instituto de Previdência;Metaconsig;Ativo;2023-09-04;2028-06-13
CON-621;SP;Araras;Autarquia;Fasitec;Ativo;2023-09-04;2028-05-30
CON-620;PR;Autarquia Cambé Previdência dos Servidores Públicos Municipais;Autarquia;Consignet;Inativo;2023-09-01;2023-11-12
CON-619;RJ;Itatiaia - IPREVI;Instituto de Previdência;Fácil;Inativo;2023-09-01;2025-05-13
CON-618;BA;Santa Bárbara;Prefeitura Municipal;Fasitec;Ativo;2023-09-01;2028-03-21
CON-617;CE;Paracuru;Prefeitura Municipal;Digital Consig;Inativo;2023-09-01;2024-06-28
CON-616;RS;Nova Hartz;Prefeitura Municipal;Consignet;Ativo;2023-09-10;2028-09-10
CON-615;PE;Belo Jardim;Prefeitura Municipal;NewVersion;Ativo;2023-08-25;2028-08-25
CON-614;PB;Instituto de Previdência dos Servidores Municipais de Belo Jardim;Instituto de Previdência;NewVersion;Ativo;2023-08-25;2028-08-25
CON-613;PB;Juripiranga;Prefeitura Municipal;Metaconsig;Ativo;2023-06-06;2025-10-13
CON-612;GO;Tribunal Regional do Trabalho da 18ª Região - TRT 18;Tribunal;Quantum;Ativo;2023-08-31;2026-06-30
CON-611;PB;Instituto Municipal de Previdência dos Servidores Públicos de Dona Inês PB - IMPRESP;Instituto de Previdência;Metaconsig;Inativo;2023-08-31;2025-04-20
CON-610;SP;Charqueada;Prefeitura Municipal;Consignet;Inativo;2023-08-31;2024-08-31
CON-609;RS;Salvador do Sul;Prefeitura Municipal;Consignet;Ativo;2023-08-31;2027-05-23
CON-608;BA;Filadélfia;Prefeitura Municipal;Fasitec;Ativo;2023-08-31;2026-01-07
CON-607;SP;Instituto de Previdência Social dos Servidores Públicos de Botucatu - BOTUPREV;Instituto de Previdência;Consignet;Inativo;2023-08-25;2024-08-25
CON-606;SP;Boituva;Prefeitura Municipal;Consignet;Ativo;2023-09-19;2028-09-19
CON-605;PR;Diamante D'oeste;Prefeitura Municipal;Consignet;Ativo;2023-09-12;2028-09-12
CON-604;MT;Confresa;Prefeitura Municipal;Digital Consig;Inativo;2023-08-29;2024-07-31
CON-603;SP;São Pedro;Prefeitura Municipal;Consignet;Inativo;2023-08-29;2024-05-24
CON-602;RO;Machadinho D'Oeste;Prefeitura Municipal;Consignet;Ativo;2023-08-23;2028-08-23
CON-601;RN;Felipe Guerra;Prefeitura Municipal;SP Consig;Ativo;2023-08-22;2028-08-22
CON-600;SP;Caixa de Previdência Social Municipal de Itaí;Instituto de Previdência;Consignet;Iniciando Renovação;2023-08-25;2025-06-19
CON-599;BA;Candeias;Prefeitura Municipal;ConsigLog;Iniciando Renovação;2024-08-22;2025-08-22
CON-598;PE;Bodoco;Prefeitura Municipal;Fasitec;Inativo;2023-08-24;2024-09-13
CON-597;CE;Carire;Prefeitura Municipal;Digital Consig;Ativo;2023-08-24;2028-05-26
CON-596;AL;Lagoa da Canoa;Prefeitura Municipal;Fasitec;Ativo;2023-08-24;2028-08-23
CON-595;SP;Itanhaém;Instituto de Previdência;Consignet;Inativo;2023-08-14;2024-08-14
CON-594;RO;Alvorada do Oeste;Prefeitura Municipal;Consignet;Ativo;2023-09-14;2028-09-14
CON-593;PR;Instituto de Previdência dos Servidores Públicos Municipais de Pato Branco;Instituto de Previdência;Consignet;Ativo;2023-11-02;2028-11-02
CON-592;CE;Ocara;Prefeitura Municipal;Digital Consig;Ativo;2023-08-23;2027-06-08
CON-591;PE;Sistema Previdenciário Próprio do Município de Correntes;Instituto de Previdência;Fasitec;Ativo;2023-08-23;2026-01-15
CON-590;PA;Jacundá;Prefeitura Municipal;Fácil;Inativo;2023-08-22;2024-08-22
CON-589;RN;Lajes Pintadas;Prefeitura Municipal;Consignet;Ativo;2024-07-02;2029-07-02
CON-588;PE;Quixaba;Prefeitura Municipal;SP Consig;Ativo;2023-07-17;2027-07-17
CON-587;PE;Instituto de Previdência dos Servidores Municipais de Chã Grande - CHÃPREV;Instituto de Previdência;Consignet;Ativo;2023-08-18;2028-08-18
CON-586;PE;Chã Grande;Prefeitura Municipal;Consignet;Ativo;2023-08-16;2028-08-16
CON-585;GO;Planaltina;Prefeitura Municipal;Konéxia;Ativo;2023-07-17;2026-07-17
CON-584;PR;Bocaiúva do Sul;Prefeitura Municipal;Consignet;Ativo;2023-08-17;2028-08-17
CON-583;PR;Altamira do Paraná;Prefeitura Municipal;Consignet;Ativo;2023-08-17;2028-08-17
CON-582;BA;Caldeirão Grande;Prefeitura Municipal;Fasitec;Ativo;2023-08-17;2026-02-18
CON-581;PR;Anahy;Prefeitura Municipal;Fasitec;Ativo;2023-08-17;2026-05-27
CON-580;CE;Pacoti;Prefeitura Municipal;Digital Consig;Ativo;2023-08-17;2026-10-28
CON-579;RN;Instituto de Previdência Própria dos Servidores Municipais do Município de São Paulo do Potengi;Instituto de Previdência;SP Consig;Ativo;2023-07-28;2028-07-28
CON-578;PR;Regime Próprio de Previdência Social do Município de Pitanga;Instituto de Previdência;Consignet;Ativo;2023-07-13;2028-07-13
CON-577;PE;Autarquia Educacional do Araripe - AEDA;Autarquia;Fasitec;Ativo;2023-08-16;2026-02-11
CON-576;PR;Palmeira;Prefeitura Municipal;Consignet;Inativo;2023-08-16;2024-08-16
CON-575;MG;Ponte Nova;Prefeitura Municipal;Consignet;Inativo;2023-08-20;2024-08-20
CON-574;MT;Paranatinga;Prefeitura Municipal;Digital Consig;Inativo;2023-08-11;2024-12-20
CON-573;SE;Carmópolis;Prefeitura Municipal;Green Consig;Ativo;2023-08-11;2027-06-11
CON-572;PR;Ampére;Instituto de Previdência;Consignet;Ativo;2023-08-11;2027-06-14
CON-571;AL;Major Isidoro;Prefeitura Municipal;MegaTec;Ativo;2025-06-04;1930-06-04
CON-570;AL;Roteiro;Prefeitura Municipal;Fasitec;Inativo;2018-11-08;2024-12-31
CON-569;AL;Barra de São Miguel;Prefeitura Municipal;Fasitec;Ativo;2023-08-14;2028-08-14
CON-568;AL;Autarquia Municipal de Previdência de Passo de Camaragibe - AMPREV;Instituto de Previdência;Fasitec;Inativo;2019-08-01;2024-08-01
CON-567;AL;Tanque D'Arca;Prefeitura Municipal;Fasitec;Inativo;2019-08-15;2024-08-15
CON-566;AL;Marinbondo;Câmara Municipal;Fasitec;Iniciando Renovação;2020-07-31;2025-07-31
CON-565;AL;Tanque D'Arca;Câmara Municipal;Fasitec;Iniciando Renovação;2020-07-28;2025-07-28
CON-564;RS;Regime de Previdência Social dos Servidores Públicos de São Francisco de Assis - RS (ASSISPREV);Instituto de Previdência;Lucas/Siga TI;Iniciando Renovação;2023-08-10;2025-06-19
CON-563;RJ;Itatiaia;Prefeitura Municipal;Fácil;Inativo;2023-08-10;2025-05-18
CON-562;BA;Dom Basílio;Prefeitura Municipal;Fasitec;Ativo;2023-08-10;2025-09-24
CON-561;AL;União dos Palmares;Prefeitura Municipal;Fasitec;Ativo;2023-08-10;2025-12-02
CON-560;CE;Guaramiranga;Prefeitura Municipal;Digital Consig;Ativo;2023-08-10;2026-11-04
CON-559;MT;São Félix do Araguaia;Prefeitura Municipal;Digital Consig;Ativo;2023-08-10;2025-10-02
CON-558;PR;Terra Boa;Prefeitura Municipal;Consignet;Ativo;2023-10-25;2028-10-25
CON-557;BA;Santa Inês;Prefeitura Municipal;Fasitec;Ativo;2023-08-09;2028-04-28
CON-556;SE;Indiaroba;Prefeitura Municipal;Green Consig;Inativo;2023-08-09;2025-05-21
CON-555;SP;Bofete;Prefeitura Municipal;Consignet;Inativo;2023-08-09;2025-04-30
CON-554;PR;Ampere;Prefeitura Municipal;Consignet;Ativo;2023-08-07;2028-08-07
CON-553;BA;Xique-Xique;Prefeitura Municipal;Fasitec;Inativo;2019-10-02;2024-10-02
CON-551;AM;Defensoria Pública do Amazonas;Outros;PRODAM;Inativo;2023-08-07;2024-04-01
CON-550;MG;João Pinheiro;Prefeitura Municipal;Quantum;Inativo;2023-08-07;2024-07-16
CON-549;BA;Ponto Novo;Prefeitura Municipal;Fasitec;Ativo;2023-08-07;2028-06-14
CON-548;SP;Casa Branca;Prefeitura Municipal;Consignet;Ativo;2025-06-27;1930-06-27
CON-547;BA;Sobradinho;Prefeitura Municipal;Fasitec;Inativo;2023-08-04;2026-01-03
CON-546;RN;Santana do Seridó;Prefeitura Municipal;Consignet;Iniciando Renovação;2024-08-05;2025-08-04
CON-545;SP;Fundação Educacional Guaçuana;Autarquia;Consignet;Ativo;2021-09-01;2026-09-01
CON-544;RS;São Francisco de Assis;Prefeitura Municipal;Consignet;Iniciando Renovação;2023-08-03;2025-06-19
